Energy[keV],Fluence_rate [cm^-2s^-1],kerma_rate[keV/g s]
272.8,0.011462,0.088460127
273,0.1877,1.449833185
273.2,0.1124,0.868933139
273.4,0.76221,5.897400932
273.6,0.54533,4.222902377
273.8,0.13934,1.079922965
274,0.62147,4.820611557
274.2,0.38097,2.957586299
274.4,0.31454,2.443919468
274.6,0.33611,2.613704503
274.8,0.76528,5.956061085
275,0.015054,0.117261138
275.2,0,0
275.4,0.84218,6.571023181
275.6,0.23955,1.870624956
275.8,0.31942,2.496403694
276,0.042678,0.333824819
276.2,0.23465,1.836947165
276.4,0.24887,1.949889002
276.6,0.17307,1.357125666
276.8,0.59272,4.651665471
277,0.10476,0.822838682
277.2,0.19678,1.546892664
277.4,0.36416,2.865043198
277.6,0,0
277.8,0.12457,0.981682196
278,0.15385,1.213427291
278.2,0,0
278.4,0,0
278.6,0,0
278.8,0.28152,2.227705418
279,0,0
279.2,0.28132,2.229787447
279.4,0.20809,1.650710076
279.6,0.35523,2.820237419
279.8,0.28218,2.24211774
280,0.13036,1.036650588
280.2,0.14969,1.191341873
280.4,0.05417,0.431477086
280.6,0.22639,1.804725422
280.8,0.52666,4.201834477
281,0.40756,3.254277491
281.2,0.1994,1.593464238
281.4,0.0048018,0.038403879
281.6,0.27635,2.211994602
281.8,0,0
282,0.60341,4.837749714
282.2,0.24923,1.999787913
282.4,0,0
282.6,0,0
282.8,0.16422,1.320888577
283,0.1178,0.94828099
283.2,0.28403,2.288270227
283.4,0,0
283.6,0.30905,2.493869392
283.8,0.54657,4.414090858
284,0,0
284.2,0.038105,0.308231962
284.4,0.38996,3.156933788
284.6,0.14035,1.137122536
284.8,0.85898,6.965095433
285,0,0
285.2,0.27541,2.236769653
285.4,0.0084388,0.068591551
285.6,0,0
285.8,0.28583,2.326985518
286,0.12102,0.986031064
286.2,0.39121,3.190000204
286.4,0.14893,1.215374181
286.6,0.63453,5.182350342
286.8,0.13612,1.112610316
287,0,0
287.2,0,0
287.4,0,0
287.6,0.099195,0.813381843
287.8,0.39271,3.222714986
288,0.080577,0.661768398
288.2,0,0
288.4,0,0
288.6,0,0
288.8,0.15502,1.277203492
289,0.65558,5.405573673
289.2,0.49926,4.119896894
289.4,0.42008,3.469243725
289.6,0.00001095,9.05E-05
289.8,0.28769,2.379651125
290,0,0
290.2,0.027294,0.226120764
290.4,0.26031,2.158271655
290.6,0,0
290.8,0.055425,0.460261047
291,0.23273,1.934158929
291.2,0.2677,2.226533248
291.4,0.10512,0.874997779
291.6,0.20499,1.707634101
291.8,0.0051809,0.043192432
292,0.28365,2.366602416
292.2,0,0
292.4,0,0
292.6,0.28013,2.342722847
292.8,0.30041,2.514286692
293,0.58184,4.873521327
293.2,0,0
293.4,0,0
293.6,0.29073,2.440868588
293.8,0,0
294,0,0
294.2,0,0
294.4,0.44919,3.782988837
294.6,0.46502,3.919346374
294.8,0.39798,3.35691286
295,0.39836,3.362723217
295.2,0.038414,0.324519862
295.4,0,0
295.6,0.28108,2.378229288
295.8,0.30306,2.566185661
296,0.20246,1.715671515
296.2,0.089357,0.757807185
296.4,0,0
296.6,0,0
296.8,0.29253,2.486594173
297,0.15199,1.292956345
297.2,0.39984,3.403997344
297.4,0.32676,2.783977812
297.6,0,0
297.8,0.57606,4.915546023
298,0.010743,0.091740875
298.2,0.20885,1.784862746
298.4,0.084393,0.7217879
298.6,0.12999,1.112617094
298.8,0.16378,1.402907541
299,0.29412,2.521302335
299.2,0.15843,1.359157433
299.4,0.13572,1.165220067
299.6,0.07929,0.681261856
299.8,0.21516,1.850071583
300,0.29481,2.536882423
