Energy[keV],Fluence_rate [cm^-2s^-1],kerma_rate[keV/g s]
88.4,2973.4,6132.151706
88.6,2776.6,5737.259142
88.8,2830.9,5860.714013
89,2916.9,6050.422309
89.2,2892.9,6012.277852
89.4,2926.6,6094.159565
89.6,2866.2,5980.054834
89.8,2966.8,6202.097477
90,2939.9,6157.975689
90.2,2930.5,6150.398093
90.4,2949.8,6203.100065
90.6,2736.9,5766.717056
90.8,2708.8,5718.723414
91,2646.3,5597.740493
91.2,2870.7,6084.323162
91.4,2807.3,5961.608694
91.6,2766.7,5886.896959
91.8,2906.3,6196.040131
92,3017.1,6444.848878
92.2,2908.6,6225.2424
92.4,2908.2,6236.571302
92.6,3000.1,6446.247382
92.8,2754.1,5929.266287
93,2811,6063.629284
93.2,2898.9,6265.507346
93.4,2785.7,6032.667173
93.6,2792.2,6058.630762
93.8,2935.8,6382.758732
94,2917.7,6355.910628
94.2,2713.7,5923.187431
94.4,2939.7,6429.165141
94.6,2854.7,6255.636827
94.8,2833.7,6221.943781
95,2674.6,5884.289179
95.2,2692.2,5934.817305
95.4,2811.3,6209.750085
95.6,2648.3,5861.424121
95.8,2779.5,6164.160485
96,2722.9,6050.797362
96.2,2760.8,6147.407424
96.4,2775.7,6193.10288
96.6,2756.8,6163.429583
96.8,2770.7,6207.130683
97,2662,5975.806714
97.2,2722.3,6123.70955
97.4,2717.8,6126.173741
97.6,2796.6,6316.821249
97.8,2817.9,6378.132453
98,2787,6321.323974
98.2,2745.2,6239.527319
98.4,2710.7,6174.038991
98.6,2584.5,5898.999311
98.8,2630.3,6016.234673
99,2835,6498.215196
99.2,2699.8,6201.519596
99.4,2703.4,6223.094342
99.6,2826.2,6519.775628
99.8,2797.4,6467.288456
100,2657.7,6157.661723
100.2,2634.8,6117.884659
100.4,2737.8,6370.856962
100.6,2750.9,6415.229509
100.8,2533.3,5920.577097
101,2571.7,6023.32806
101.2,2676.6,6282.568933
101.4,2757.7,6486.899561
101.6,2808.1,6619.693599
101.8,2570.9,6073.576047
102,2584.7,6119.306669
102.2,2593.9,6154.275228
102.4,2513.9,5977.259698
102.6,2671.1,6364.635794
102.8,2642,6308.765046
103,2631.5,6297.119019
103.2,2389.8,5730.940982
103.4,2644.1,6354.289244
103.6,2531.4,6096.40042
103.8,2565.9,6192.627092
104,2479,5995.606443
104.2,2587.9,6272.264648
104.4,2614.9,6351.132499
104.6,2492.1,6065.682536
104.8,2664.5,6499.006714
105,2601.6,6358.984531
105.2,2340.3,5732.363235
105.4,2579.4,6331.326907
105.6,2398.6,5899.927854
105.8,2664.6,6567.99309
106,2421.4,5981.05731
106.2,2392.9,5923.054307
106.4,2390,5928.26746
106.6,2544.7,6325.198981
106.8,2589.2,6449.260406
107,2309.5,5764.584349
107.2,2378.6,5949.441175
107.4,2486.8,6233.032131
107.6,2468.3,6199.536507
107.8,2391.5,6019.126446
108,2508,6325.450402
108.2,2607.4,6589.788397
108.4,2294.7,5811.505593
108.6,2406.6,6107.516522
108.8,2347.5,5969.849687
109,2270.4,5785.705191
109.2,2460.3,6282.567917
109.4,2433.5,6226.941154
109.6,2431.1,6233.609719
109.8,2443.5,6278.293236
110,2453.6,6317.199383
110.2,2315.4,5973.619075
110.4,2317.8,5992.075017
110.6,2491.7,6454.846825
110.8,2424.8,6294.397144
111,2241.1,5829.43699
111.2,2367,6169.499439
111.4,2395.5,6256.526406
111.6,2217.5,5803.437576
111.8,2271.9,5957.919554
112,2248.4,5908.291203
112.2,2348.3,6183.351703
112.4,2232,5889.057381
112.6,2367.6,6259.509827
112.8,2215.9,5870.319377
113,2260,5999.275061
113.2,2229,5928.957765
113.4,2243,5978.258775
113.6,2325.4,6210.398286
113.8,2254.1,6032.127583
114,2194.9,5885.547148
114.2,2322.7,6240.784775
114.4,2308.9,6216.191868
114.6,2267.3,6116.467924
114.8,2148.8,5808.438133
115,2186.2,5921.396686
115.2,2242.6,6086.340122
115.4,2094.3,5695.248425
115.6,2116.1,5766.052556
115.8,2181,5954.783265
116,2138.5,5850.415242
116.2,2132.2,5844.828657
116.4,2187,6007.009307
116.6,2208.1,6077.055596
116.8,2297.4,6335.418617
117,2093.3,5784.071908
117.2,2173.3,6017.064783
117.4,2024.9,5617.33955
117.6,2171.2,6035.153363
117.8,2174.8,6057.152239
118,2147,5991.577737
118.2,2079.7,5815.260092
118.4,2076.3,5817.242478
118.6,2052.9,5763.055283
118.8,2131.9,5996.655091
119,2095.5,5905.905333
119.2,2201.9,6218.022838
119.4,2063.2,5837.827926
119.6,2095.3,5940.332448
119.8,2168.1,6158.823617
120,2085.9,5936.974813
120.2,2013.5,5742.16902
120.4,2000.9,5717.440997
120.6,2000.8,5728.373319
120.8,2063.1,5918.32217
121,1973.1,5671.232799
121.2,1980.9,5704.799098
121.4,2016.6,5818.973284
121.6,2024.7,5853.76735
121.8,2020.3,5852.456501
122,1866.5,5417.479354
122.2,1950.7,5672.912473
122.4,1849.5,5389.092707
122.6,2064.2,6026.403524
122.8,1855,5426.188333
123,1866.2,5469.568324
123.2,1951.5,5730.687755
123.4,1904.9,5604.709474
123.6,1938.8,5715.524374
123.8,1878.5,5548.503096
124,1873.5,5544.460759
124.2,1869.1,5542.153638
124.4,1935.4,5749.851045
124.6,1838.2,5471.644629
124.8,1807.3,5390.065809
125,1901.2,5681.065013
125.2,1960.3,5868.966316
125.4,1927.4,5781.580895
125.6,1865.4,5606.359858
125.8,1874.3,5643.921184
126,1725.5,5205.80919
126.2,1929.9,5833.620384
126.4,1882.1,5699.998974
126.6,1820,5522.438173
126.8,1849.2,5621.722919
127,1874.3,5708.860601
127.2,1712.6,5226.245148
127.4,1805.4,5519.878532
127.6,1767.9,5415.452898
127.8,1812.8,5563.482939
128,1747.4,5372.887845
128.2,1673.4,5155.04661
128.4,1684.8,5199.928874
128.6,1752.3,5418.418871
128.8,1821.9,5644.2024
129,1904.2,5910.216831
129.2,1787.6,5558.695801
129.4,1680.6,5235.733643
129.6,1691.1,5278.275201
129.8,1658.3,5185.544244
130,1680.1,5263.490489
130.2,1801,5652.738192
130.4,1798.4,5655.055832
130.6,1592.3,5016.25904
130.8,1616.4,5101.611554
131,1764.5,5579.338847
131.2,1786.6,5659.655465
131.4,1700.8,5397.797348
131.6,1638.9,5210.933585
131.8,1649,5252.700009
132,1693.8,5405.327985
132.2,1659.5,5305.597441
132.4,1647.6,5277.218634
132.6,1651.3,5298.765688
132.8,1676,5387.873104
133,1622.2,5224.461642
133.2,1647.8,5316.608214
133.4,1613.1,5214.151965
133.6,1630.2,5279.037561
133.8,1704.3,5529.051403
134,1572.8,5111.731905
134.2,1684,5483.09685
134.4,1576.5,5142.40596
134.6,1617.9,5287.031727
134.8,1599.2,5235.403984
135,1534.8,5033.681313
135.2,1526,5013.884348
135.4,1506,4957.126031
135.6,1671.4,5511.501975
135.8,1681.6,5555.155658
136,1573.3,5206.770516
136.2,1562.3,5179.693911
136.4,1494.3,4963.175707
136.6,1576.4,5245.294832
136.8,1662.8,5542.740729
137,1623.8,5422.475693
137.2,1600,5352.603309
137.4,1649.9,5529.453105
137.6,1515.6,5088.480664
137.8,1513.3,5089.874162
138,1452.5,4894.137351
138.2,1469,4958.602974
138.4,1452.1,4910.33515
138.6,1479.9,5013.298937
138.8,1492.9,5066.384366
139,1530.2,5202.251865
139.2,1541.5,5250.033227
139.4,1422.5,4853.396148
139.6,1513.3,5172.411269
139.8,1437,4920.38352
140,1406.9,4825.909978
140.2,1456.9,5006.32361
140.4,1398.9,4815.57522
140.6,1501.1,5176.575799
140.8,1411.6,4876.577963
141,1444.5,4999.08759
141.2,1383.9,4797.850231
141.4,1397.8,4854.61599
141.6,1454.8,5061.509875
141.8,1446,5039.77459
142,1411.5,4928.205284
142.2,1365.4,4775.644058
142.4,1376.4,4822.585181
142.6,1367,4798.063472
142.8,1262.2,4437.996056
143,1320.9,4652.527629
143.2,1398.6,4934.825995
143.4,1291.5,4564.89756
143.6,1332.4,4717.680809
143.8,1306.3,4633.32913
144,1359.7,4831.128621
144.2,1406.7,5006.81152
144.4,1366.8,4873.241633
144.6,1274,4550.242933
144.8,1342.8,4804.272368
145,1356.1,4860.244098
145.2,1200.7,4310.720761
145.4,1199.7,4314.554751
145.6,1199,4319.459206
145.8,1244.9,4492.5244
146,1253.4,4530.961383
146.2,1324.7,4796.91255
146.4,1212.9,4399.585379
146.6,1299.7,4722.492211
146.8,1252.4,4558.389679
147,1257.5,4584.74849
147.2,1178.6,4304.393429
147.4,1331.7,4871.792521
147.6,1194.9,4378.745076
147.8,1168.7,4289.984364
148,1260.2,4633.674754
148.2,1110.6,4090.496091
148.4,1293.5,4772.169014
148.6,1238.1,4575.462504
148.8,1279.9,4737.879668
149,1260.8,4675.001004
149.2,1177.9,4374.921409
149.4,1267.7,4716.322004
149.6,1295.1,4826.298499
149.8,1267.5,4731.31156
150,1200.9,4490.160961
150.2,1248,4674.014431
150.4,1236.6,4638.997678
150.6,1150.2,4322.020057
150.8,1254.7,4722.488059
151,1176,4433.583618
151.2,1133.6,4280.781767
151.4,1250.5,4730.00582
151.6,1112.8,4216.080407
151.8,1165.1,4421.481596
152,1120.4,4258.823435
152.2,1220.4,4646.540378
152.4,1095.4,4177.440781
152.6,1208.8,4617.438662
152.8,1110.7,4249.635141
153,1198,4591.123258
153.2,1133.1,4349.473705
153.4,980.39,3769.404586
153.6,1062.9,4093.273633
153.8,1091.4,4209.842892
154,1094.1,4227.091087
154.2,1122,4341.893599
154.4,1067.9,4139.212489
154.6,1129.4,4384.648868
154.8,1104.2,4293.720473
155,1061.5,4134.320121
155.2,1019.6,3977.508326
155.4,1002.5,3917.075228
155.6,1070.8,4190.648622
155.8,1052,4123.662131
156,1038.2,4076.072554
156.2,1006,3955.956498
156.4,1108.3,4365.184508
156.6,1027.4,4052.991386
156.8,979.42,3869.85808
157,857.61,3393.946268
157.2,947.59,3755.984206
157.4,1037,4116.890497
157.6,954.05,3793.569767
157.8,1034.1,4118.366282
158,1044.9,4167.942947
158.2,1040.7,4157.730259
158.4,1117.7,4472.381496
158.6,1054.9,4227.726036
158.8,957.93,3845.124365
159,997.11,4008.666081
159.2,949.82,3824.524392
159.4,906.51,3655.839859
159.6,999.29,4036.302161
159.8,913.66,3696.182723
160,898.38,3640.02793
160.2,997.06,4046.139807
160.4,994.59,4042.385818
160.6,976.53,3975.140453
160.8,937.07,3820.421428
161,889.14,3630.62064
161.2,949,3881.035005
161.4,934.06,3825.831905
161.6,894.64,3670.019111
161.8,900.13,3698.22471
162,910.11,3744.976834
162.2,831.14,3425.27755
162.4,971.91,4011.558375
162.6,950.61,3929.651838
162.8,887.88,3675.951296
163,902.34,3741.524694
163.2,922.36,3830.371969
163.4,840.47,3495.617815
163.6,804.34,3350.439562
163.8,886.79,3699.495124
164,837.03,3497.207535
164.2,811.97,3397.646837
164.4,932.42,3907.570866
164.6,883.4,3707.736581
164.8,881.61,3705.81166
165,728.3,3065.996612
165.2,838.67,3535.950373
165.4,869.59,3671.82903
165.6,815.12,3447.00168
165.8,840.85,3561.145168
166,728.19,3088.632497
166.2,807.67,3430.876057
166.4,833.89,3547.550372
166.6,752.82,3207.442344
166.8,864.52,3688.840174
167,744.39,3180.984764
167.2,843.12,3608.243988
167.4,786.58,3371.27387
167.6,807.93,3467.916914
167.8,915.09,3933.704741
168,771.82,3322.738518
168.2,698.16,3010.069185
168.4,727.63,3141.757632
168.6,822.98,3558.697903
168.8,724.11,3135.778215
169,780.51,3384.990171
169.2,725.56,3151.299026
169.4,695.33,3024.431764
169.6,770.06,3354.386696
169.8,759.95,3315.190737
170,735.06,3211.296689
170.2,738.6,3231.471186
170.4,709.68,3109.468047
170.6,723.15,3173.099391
170.8,731.13,3212.778981
171,790.72,3479.678643
171.2,712.61,3140.492095
171.4,709.46,3131.138628
171.6,711.74,3145.745305
171.8,636.47,2817.13161
172,699.19,3099.207381
172.2,759.04,3369.345445
172.4,800.31,3557.654628
172.6,719.96,3205.07203
172.8,707.57,3154.437607
173,617.29,2755.904086
173.2,749.77,3352.157892
173.4,737.54,3302.195342
173.6,611.2,2740.441447
173.8,671.93,3017.035642
174,614.1,2761.302349
174.2,549.49,2474.299936
174.4,586.47,2644.57123
174.6,598.58,2703.011036
174.8,576.98,2609.166293
175,648.01,2934.521705
175.2,681.39,3090.047466
175.4,612.55,2781.786535
175.6,637.71,2900.129794
175.8,668.64,3045.072294
176,601.45,2742.931296
176.2,593.17,2708.96772
176.4,647.47,2961.097204
176.6,617.38,2827.437718
176.8,564.76,2590.067113
177,580.35,2665.279748
177.2,630.37,2899.033271
177.4,621.01,2859.96188
177.6,603.69,2784.061089
177.8,538.15,2485.251793
178,583.26,2697.308786
178.2,567.12,2626.298065
178.4,584.05,2708.437478
178.6,517.3,2402.205544
178.8,518.71,2412.072604
179,553.99,2579.674575
179.2,543.67,2535.098204
179.4,561.35,2621.131134
179.6,560.28,2619.720346
179.8,535.86,2508.968079
180,537.38,2519.523857
180.2,505.73,2374.368237
180.4,526.67,2476.050653
180.6,526.58,2478.997572
180.8,541.64,2553.362541
181,592.9,2798.803672
181.2,494.08,2335.483019
181.4,553.32,2619.0482
181.6,538.13,2550.593465
181.8,470.6,2233.531666
182,458.94,2181.129725
182.2,518.1,2465.606788
182.4,533.3,2541.35712
182.6,514.68,2455.92189
182.8,501.9,2398.152825
183,516.73,2472.321815
183.2,477.4,2287.202784
183.4,430.35,2064.544586
183.6,435.2,2090.599411
183.8,483.33,2324.900907
184,428.79,2065.301136
184.2,447.9,2160.215742
184.4,465.41,2247.648501
184.6,466.04,2253.677631
184.8,460.26,2228.676582
185,423.57,2053.730862
185.2,493.01,2393.579697
185.4,435.49,2117.110326
185.6,350.01,1703.798421
185.8,452.4,2205.119502
186,413.66,2018.943476
186.2,392.7,1919.163432
186.4,413.25,2022.244573
186.6,409.43,2006.178494
186.8,438.42,2151.041052
187,403.2,1980.827422
187.2,393.24,1934.420607
187.4,412.92,2033.8809
187.6,414.16,2042.647346
187.8,384.54,1899.029351
188,335.99,1661.42482
188.2,368.43,1824.201437
188.4,444.93,2205.831039
188.6,406.66,2018.710501
188.8,353.68,1757.981938
189,413.4,2057.477019
189.2,369.26,1840.164705
189.4,387.15,1931.803307
189.6,372.04,1858.796268
189.8,367.28,1837.372695
190,376.29,1884.862997
190.2,370.2,1856.735214
190.4,390.94,1963.267308
190.6,373.82,1879.693102
190.8,346.37,1743.890044
191,351.34,1771.169679
191.2,353.21,1782.865735
191.4,384.52,1943.376707
191.6,318.03,1609.377407
191.8,375.27,1901.449312
192,367.65,1865.202191
192.2,348.78,1771.710305
192.4,306.03,1556.518492
192.6,336.63,1714.318851
192.8,363.03,1851.096932
193,353.05,1802.478472
193.2,340.59,1741.054457
193.4,347.13,1776.718291
193.6,339.54,1740.053916
193.8,309.42,1587.686879
194,336.29,1727.724613
194.2,353.75,1819.70292
194.4,335.35,1727.210293
194.6,298.33,1538.459572
194.8,338.74,1749.030125
195,305.19,1577.764385
195.2,296.65,1535.524126
195.4,214.39,1111.108989
195.6,268.55,1393.530713
195.8,262.87,1365.749573
196,268.39,1396.15762
196.2,278.75,1451.845773
196.4,254.43,1326.816404
196.6,263.42,1375.395463
196.8,237.79,1243.106053
197,272.39,1425.741968
197.2,288.94,1514.230721
197.4,257.01,1348.554338
197.6,304.02,1597.180739
197.8,241.84,1272.075722
198,204.59,1077.46109
198.2,163.57,862.4871945
198.4,224.6,1185.741476
198.6,227.57,1202.890176
198.8,247.78,1311.316061
199,203.44,1077.971055
199.2,260.73,1383.218657
199.4,299.79,1592.37562
199.6,209.06,1111.8017
199.8,275.61,1467.50246
200,205.75,1096.858642
200.2,197.98,1056.71665
200.4,212.09,1133.400206
200.6,207.68,1111.176602
200.8,228.76,1225.443441
201,190.24,1020.326688
201.2,205.91,1105.703103
201.4,161.73,869.510464
201.6,161.7,870.395906
201.8,212.61,1145.809868
202,196.17,1058.48077
202.2,216.53,1169.740226
202.4,186.09,1006.502399
202.6,137.8,746.2096927
202.8,170.8,926.0168442
203,215.42,1169.326673
203.2,164.24,892.5797893
203.4,201.62,1097.032427
203.6,178.92,974.6797681
203.8,177.63,968.8042842
204,201.58,1100.736368
204.2,194.17,1061.533276
204.4,205.58,1125.245848
204.6,197.12,1080.218952
204.8,166.96,916.0254771
205,165.24,907.6612362
205.2,168.14,924.682422
205.4,195.4,1075.866903
205.6,182.47,1005.859593
205.8,204.36,1127.854717
206,172.32,952.1465611
206.2,192.82,1066.671084
206.4,194.76,1078.668539
206.6,213.62,1184.511924
206.8,232.06,1288.269045
207,223.59,1242.70171
207.2,178.47,993.0873717
207.4,182.81,1018.425771
207.6,205.23,1144.661178
207.8,191.8,1071.003451
208,190.61,1065.598474
208.2,170.06,951.8208371
208.4,192.91,1080.966869
208.6,150.97,846.9395052
208.8,181.72,1020.629327
209,196.47,1104.751566
209.2,156.51,881.0752977
209.4,193.36,1089.781955
209.6,203.73,1149.554298
209.8,180.14,1017.620113
210,185.18,1047.297611
210.2,196.71,1113.78784
210.4,179.37,1016.776111
210.6,155.58,882.9340752
210.8,146.88,834.5178927
211,183.98,1046.505646
211.2,166.26,946.7955417
211.4,194.33,1107.911936
211.6,154.1,879.5580104
211.8,152.02,868.6774216
212,153.45,877.8496735
212.2,199.98,1145.340916
212.4,146.99,842.8115003
212.6,127.83,733.7859698
212.8,144.06,827.8916027
213,162.94,937.4556547
213.2,161.05,927.6330352
213.4,162.67,938.0260583
213.6,170.45,984.0018277
213.8,168.4,973.2669011
214,194.67,1126.365574
214.2,196.98,1141.017883
214.4,167.1,969.0278375
214.6,123.88,719.20052
214.8,155.62,904.4877884
215,140.07,815.0240702
215.2,126.38,736.1921403
215.4,152.44,888.9939289
215.6,102.47,598.2505846
215.8,218.1,1274.759077
216,126.42,739.7309645
216.2,166.63,976.1044314
216.4,160.54,941.479657
216.6,134.08,787.1831502
216.8,145.85,857.2388463
217,132.62,780.346651
217.2,149.37,879.8823025
217.4,175.96,1037.665378
217.6,118.57,700.0029708
217.8,153.72,908.5245094
218,138.02,816.6369445
218.2,123.31,730.4080427
218.4,161.51,957.7373745
218.6,111.82,663.8130675
218.8,148.98,885.3869022
219,143.99,856.6744045
219.2,130.84,779.2949383
219.4,167.33,997.7288165
219.6,152.72,911.6151414
219.8,123.46,737.7654666
220,105.79,632.8672609
220.2,161.09,964.7439935
220.4,153.7,921.4937344
220.6,122.79,736.9806145
220.8,102.96,618.6366907
221,175.28,1054.321614
221.2,169.62,1021.388443
221.4,135.55,817.1204311
221.6,119.4,720.5482595
221.8,98.608,595.7206143
222,110.07,665.6879716
222.2,138.65,839.4453274
222.4,123.96,751.3191238
222.6,101.72,617.1903061
222.8,133.9,813.3223873
223,121.18,736.855008
223.2,117.45,714.9449314
223.4,154.58,941.9782832
223.6,126.51,771.7559723
223.8,111.26,679.455931
224,125.79,769.0153181
224.2,87.623,536.2572388
224.4,96.176,589.2335639
224.6,149.26,915.4391105
224.8,133.3,818.4289383
225,126.8,779.3533852
225.2,84.38,519.1807515
225.4,96.323,593.2974692
225.6,120.92,745.5960747
225.8,110.09,679.5413226
226,152.25,940.778475
226.2,138.19,854.8074655
226.4,147.42,912.8706897
226.6,121.47,752.9785467
226.8,135.6,841.4600952
227,131.97,819.8017978
227.2,123.54,768.2465369
227.4,96.029,597.7978327
227.6,99.959,622.9200359
227.8,96.633,602.8286432
228,88.69,553.8608203
228.2,129.11,807.1290844
228.4,115.18,720.8034735
228.6,86.588,542.4425397
228.8,129.52,812.2480156
229,129.63,813.7906422
229.2,133.02,835.9475285
229.4,108.98,685.5882087
229.6,150.35,946.8343126
229.8,111.46,702.6566691
230,104.46,659.2153218
230.2,123.23,778.4781319
230.4,94.056,594.7969489
230.6,79.021,500.2378711
230.8,104.28,660.8249771
231,105.06,666.4595062
231.2,78.635,499.3473714
231.4,90.674,576.3943588
231.6,95.91,610.3099809
231.8,117.45,748.1502092
232,145.47,927.594114
232.2,120.6,769.8040364
232.4,117.08,748.1066021
232.6,112.81,721.5656288
232.8,96.315,616.6932576
233,98.926,634.0628693
233.2,91.917,589.7444797
233.4,119.37,766.670896
233.6,88.483,568.87773
