Energy[keV],Fluence_rate [cm^-2s^-1],kerma_rate[keV/g s]
233.8,104.7,673.8304878
234,99.255,639.4415048
234.2,77.759,501.4678794
234.4,91.809,592.6814142
234.6,109.18,705.5410916
234.8,114.62,741.450858
235,108.06,699.727997
235.2,97.501,631.9973432
235.4,106.07,688.2404948
235.6,68.985,448.0674224
235.8,92.241,599.7266205
236,90.01,585.8147294
236.2,105.52,687.454703
236.4,73.19,477.3098646
236.6,89.971,587.3407695
236.8,93.032,607.9368586
237,76.68,501.5870546
237.2,84.813,555.346858
237.4,104.79,686.8454006
237.6,94.619,620.8037765
237.8,69.383,455.6858002
238,87.009,572.0218356
238.2,65.122,428.5601174
238.4,103.04,678.7737666
238.6,97.408,642.315774
238.8,122.25,806.9324425
239,99.711,658.8177845
239.2,73.281,484.6711287
239.4,62.246,412.097822
239.6,75.297,498.9984997
239.8,87.626,581.2819509
240,107.1,711.1728934
240.2,95.56,635.1749004
240.4,68.646,456.7341407
240.6,78.598,523.4682906
240.8,108.62,724.133964
241,91.225,608.7694055
241.2,104.79,699.9841496
241.4,89.746,600.0845966
241.6,93.306,624.5044766
241.8,99.302,665.2918139
242,76.968,516.1693118
242.2,62.519,419.6830135
242.4,72.284,485.7116628
242.6,54.765,368.3545414
242.8,80.331,540.8443397
243,106.81,719.8248029
243.2,86.132,581.0383501
243.4,80.035,540.4371417
243.6,74.329,502.3982304
243.8,59.772,404.4005805
244,40.327,273.1075269
244.2,67.549,457.9099187
244.4,74.519,505.651289
244.6,79.352,538.9699514
244.8,106.42,723.5226116
245,99.804,679.2014149
245.2,90.587,617.0749202
245.4,52.332,356.8291614
245.6,75.529,515.4984145
245.8,62.379,426.1595303
246,91.416,625.1378782
246.2,97.219,665.4633759
246.4,74.657,511.51993
246.6,58.766,403.0294474
246.8,69.572,477.5989544
247,39.321,270.1912448
247.2,46.788,321.8093418
247.4,69.158,476.127919
247.6,77.569,534.5472289
247.8,79.731,549.9730116
248,51.913,358.4315103
248.2,53.696,371.0970393
248.4,74.284,513.873175
248.6,66.359,459.4891098
248.8,42.725,296.1227666
249,56.386,391.1784884
249.2,60.495,420.0845628
249.4,83.205,578.3354917
249.6,54.454,378.8549807
249.8,60.183,419.1113828
250,50.218,350.0475654
250.2,66.817,466.1935044
250.4,63.632,444.3917038
250.6,42.597,297.7693786
250.8,53.068,371.3162219
251,56.141,393.1887288
251.2,52.607,368.7853821
251.4,71.877,504.3463535
251.6,68.196,478.9676284
251.8,59.004,414.7979193
252,53.59,377.0910858
252.2,56.665,399.1023978
252.4,63.665,448.8246126
252.6,51.304,362.0205046
252.8,52.816,373.0379501
253,69.273,489.7298979
253.2,70.383,498.0409565
253.4,51.621,365.618287
253.6,77.041,546.1691562
253.8,73.363,520.5778169
254,55.662,395.3395402
254.2,68.616,487.7971621
254.4,80.717,574.355611
254.6,48.617,346.2625755
254.8,62.523,445.7160876
255,63.207,451.0081021
255.2,53.889,384.8748373
255.4,45.971,328.6269205
255.6,51.611,369.2842783
255.8,86.419,618.9088707
256,67.288,482.3403408
256.2,45.31,325.0933559
256.4,58.263,418.4123663
256.6,42.41,304.8436492
256.8,49.335,354.9447829
257,66.466,478.6318217
257.2,51.876,373.9077323
257.4,60.798,438.6142887
257.6,40.878,295.174081
257.8,29.975,216.641898
258,48.409,350.1899145
258.2,51.549,373.2429513
258.4,52.73,382.1400661
258.6,34.458,249.9469778
258.8,40.005,290.4455365
259,65.861,478.598079
259.2,46.544,338.5307508
259.4,43.323,315.3873904
259.6,50.67,369.2050935
259.8,67.925,495.3783228
260,44.033,321.422145
260.2,62.306,455.2156213
260.4,73.136,534.8202664
260.6,63.263,463.0366861
260.8,31.995,234.3885009
261,50.047,366.9614202
261.2,53.669,393.8706665
261.4,30.258,222.2581706
261.6,34.125,250.8864268
261.8,43.461,319.8091011
262,16.212,119.4026338
262.2,27.155,200.1764289
262.4,55.99,413.1036465
262.6,58.092,428.9927319
262.8,63.215,467.2382702
263,38.433,284.3196179
263.2,42.752,316.5504027
263.4,53.114,393.6216296
263.6,55.136,408.9670636
263.8,51.208,380.1663251
264,42.143,313.1436822
264.2,44.967,334.4214452
264.4,50.7,377.3894788
264.6,26.657,198.5977625
264.8,36.901,275.1579673
265,33.844,252.584182
265.2,44.921,335.5475058
265.4,56.422,421.8255127
265.6,29.09,217.6744657
265.8,67.435,505.0427728
266,66.201,496.2334277
266.2,34.788,260.9932236
266.4,29.598,222.2491336
266.6,43.112,324.0063041
266.8,35.356,265.9473293
267,37.277,280.6404841
267.2,72.081,543.1336009
267.4,59.89,451.6648827
267.6,32.058,241.9770762
267.8,36.154,273.1301149
268,38.268,289.3503947
268.2,39.148,296.2597289
268.4,53.707,406.7881677
268.6,46.615,353.3760673
268.8,48.016,364.3100067
269,62.09,471.4982794
269.2,41.836,317.9666638
269.4,40.295,306.5174712
269.6,47.524,361.8173219
269.8,54.91,418.4077901
270,58.572,446.6938574
270.2,32.043,244.581928
270.4,28.987,221.4447521
270.6,27.254,208.3833247
270.8,46.986,359.5600541
271,14.353,109.9298316
271.2,44.516,341.2389455
271.4,58.945,452.2292772
271.6,41.26,316.8179933
271.8,52.621,404.3973421
272,41.318,317.8020804
272.2,24.253,186.7027998
272.4,39.228,302.2380377
272.6,20.481,157.9324507
272.8,32.141,248.0541732
273,28.065,216.7797994
273.2,42.704,330.1327471
273.4,51.994,402.2900041
273.6,38.524,298.3204503
273.8,24.278,188.1611148
274,23.313,180.8340181
274.2,51.409,399.1037458
274.4,28.509,221.5098243
274.6,30.555,237.6059656
274.8,73.446,571.6193582
275,32.666,254.4474775
275.2,34.129,266.0656773
275.4,10.034,78.28925716
275.6,31.354,244.8406382
275.8,27.692,216.4248046
276,41.193,322.2092361
276.2,41.652,326.0708431
276.4,33.636,263.5370534
276.6,21.078,165.2828034
276.8,30.279,237.6295363
277,19.848,155.8963551
277.2,3.2826,25.80460341
277.4,22.464,176.7364082
277.6,31.515,248.1507854
277.8,25.262,199.0788764
278,12.469,98.34400317
278.2,16.641,131.357292
278.4,36.68,289.7759269
278.6,37.935,299.9376458
278.8,37.554,297.1698255
279,45.131,357.421593
279.2,22.307,176.8088603
279.4,36.277,287.7736049
279.6,41.954,333.0806539
279.8,30.223,240.1429034
280,29.667,235.9183262
280.2,34.187,272.0850064
280.4,25.19,200.6444118
280.6,11.061,88.17557266
280.8,4.1416,33.04279359
281,25.72,205.3685765
281.2,37.934,303.1417874
281.4,30.401,243.1413878
281.6,34.544,276.5013263
281.8,18.322,146.7745517
282,34.751,278.6109616
282.2,46.483,372.973324
282.4,34.259,275.1127723
282.6,26.146,210.1326316
282.8,25.455,204.7449685
283,21.019,169.2013424
283.2,34.939,281.4839047
283.4,15.785,127.2737234
283.6,30.607,246.9822374
283.8,36.443,294.3131038
284,28.306,228.783252
284.2,38.999,315.463542
284.4,23.87,193.2403567
284.6,31.993,259.2088442
284.8,16.759,135.8914461
285,25.585,207.6243772
285.2,30.148,244.8499746
285.4,44.609,362.5871544
285.6,28.524,232.0323073
285.8,35.774,291.2415769
286,3.8707,31.53718756
286.2,12.747,103.9414448
286.4,22.951,187.2963998
286.6,19.204,156.8434211
286.8,23.421,191.4373069
287,20.898,170.9511949
287.2,5.7089,46.73754188
287.4,3.4595,28.34474308
287.6,25.413,208.3822046
287.8,18.961,155.6005675
288,8.4306,69.23941884
288.2,17.17,141.1269522
288.4,5.1265,42.17014687
288.6,30.839,253.880106
288.8,32.159,264.9566966
289,34.517,284.6093329
289.2,27.097,223.6046271
289.4,32.308,266.8166213
289.6,18.03,149.0189558
289.8,14.608,120.8312546
290,19.365,160.3055339
290.2,13.203,109.382005
290.4,2.1011,17.42055462
290.6,10.338,85.78148035
290.8,12.896,107.0911405
291,12.902,107.2251901
291.2,21.729,180.7259654
291.4,14.401,119.8710333
291.6,26.452,220.3538575
291.8,13.537,112.8560583
292,42.8,357.0970683
292.2,26.639,222.4335342
292.4,26.61,222.3651945
292.6,24.088,201.4475705
292.8,24.429,204.4589381
293,11.974,100.2948308
293.2,27.023,226.5225847
293.4,28.542,239.44224
293.6,30.762,258.267119
293.8,35.981,302.3192021
294,45.036,378.6954056
294.2,19.551,164.5268162
294.4,26.944,226.9170089
294.6,25.907,218.3529881
294.8,17.84,150.4782286
295,21.976,185.5085988
295.2,15.909,134.3985653
295.4,23.286,196.8714637
295.6,10.369,87.73252982
295.8,28.859,244.3659737
296,19.626,166.3131935
296.2,15.958,135.3345239
296.4,39.771,337.5449837
296.6,26.215,222.6638921
296.8,21.418,182.0595289
297,23.735,201.9101181
297.2,32.456,276.3108688
297.4,33.381,284.4043437
297.6,20.982,178.902931
297.8,30.184,257.5614366
298,13.496,115.250382
298.2,9.7114,82.99504942
298.4,11.758,100.5626311
298.6,11.018,94.30583228
298.8,6.5734,56.3064625
299,27.544,236.1170662
299.2,19.757,169.4936148
299.4,11.038,94.76642427
299.6,21.072,181.0512024
299.8,9.6575,83.0408362
300,13.19,113.5018458
